Other Tested Drug,Other Tested Drug: Mechanism Of Action,reached_phase_3_plus,Other Tested Drug: Target,Treatment Plan,Protocol/Trial ID,Prior/Concurrent Therapy,Other Tested Drug: Therapeutic Class,Primary Tested Drug: Target,Trial.ID,Primary Tested Drug,Primary.Tested.Drug.Mechanism.Of.Action,Primary Tested Drug: Therapeutic Class,Trial Phase
,,0,,"Number of Arms: 1 Arm 1: Experimental: Bosutinib Treatment Arm Subjects will be administered the initial dose of bosutinib, with dosage progressively increased over the course of the study. The initial dose of bosutinib is 100 mg tablet, once per day. The dose will be increased as tolerated up to 300 mg per day. The dose will be increased by 100 mg each month if the lower dose is tolerated without significant side effects. That is to say, the subject will take 100 mg/day every day for the first month, 200 mg/day every day for the second month, and 300 mg/day every day for the third month and for the remainder of the study, provided that adverse reactions do not prohibit continuation at this dosage. Stopping and dose reduction rules for reported adverse reactions have been taken from the package insert of bosutinib. The duration of treatment is 1 year. Assigned Interventions: Drug: bosutinib Other Names: bosulif TKI On entry, patients will have CDR stage of at least 0.5 and at least one abnormal imaging biomarker and none of the exclusion criteria below. Baseline, six months, twelve months, eighteen months and two year (completion) testing will include the Quick Dementia Rating System (QDRS) for staging and the following battery of tests: The Repeatable Battery for Assessment of Neuropsychological Status (RBANS), Standardized 25 foot timed gait test the Nine Hole Pegboard Test, Montreal Cognitive Assessment Test versions 1,2,3 (MOCA), Brain imaging will be repeated at one year and two years. CSF studies have demonstrated good sensitivity and specificity for mild cognitive impairment (MCI) and dementia of the Alzheimer's type (ref 5). MRI volumetrics, perfusion scans and magnetic resonance spectroscopy (MRS) have shown to be of excellent discriminating value among Alzheimer's dementia (AD), Parkinson's spectrum degeneration (PDD/DLB) and frontal temporal lobar degeneration (FTLD) subgroups and is responsive to change as patient's progress from MCI to dementia (ref 6). All subjects will be started at 100 mg/day and the dose will be increased by 100 mg each month if the lower dose is tolerated without significant side effects. Adverse reactions will be scaled according to the CTCAE v.4. If the subject experiences severe adverse reactions at any dose, or if the subject requires dose reduction for toxicity from a dose of 100 mg/day, the subject will be removed from the study. If the subject experiences moderate adverse reactions at a dose >100 mg/day, the dose will be reduced by 100 mg and maintained at the lower dose for 1 month. If the subject experiences moderate or severe adverse reactions at this lower dose, the subject will be removed from the study. After 1 month, the dose will again be increased by 100 mg. If the subject does not experience any adverse reactions at this elevated dose, he/she will resume with the original up-titration schedule (i.e. increase by 100 mg every month up to 300 mg/day). If the subject experiences moderate symptoms at this elevated dose, the dose will again be reduced by 100 mg and will be maintained at this lower dose as the maximally tolerated dose. The duration of treatment is 1 year. To minimize risk, subjects will be seen weekly for toxicity monitoring during the first month of treatment, and biweekly during the second month of treatment. On weeks when the subject is not in for a visit, subject status will be assessed on the basis of phone calls with the respective care taker. The care taker will be determined during the QDRS staging at the time of the initial consultation. The care taker is an individual who is intimately familiar and in close contact with the subject. After the first two months, visits will be on a monthly basis. Mild, moderate, and severe adverse reactions will be reported on an ongoing basis. The rationale for such extended administration is to allow for a more reliable assessment of tolerability. The primary endpoint in evaluating tolerability will be how many of the initial 20 subjects are discontinued due to adverse reactions. Subjects will be discontinued if they have moderate or severe adverse reaction ratings according to the CTCAE, which are not remediable by dosage reduction.",062016 NCT02921477 TrialTroveID-287785,,,"ABL proto-oncogene 1, non-receptor tyrosine kinase; BCR activator of RhoGEF and GTPase; SRC proto-oncogene, non-receptor tyrosine kinase",287785,bosutinib (tablet),Abl receptor tyrosine kinase inhibitor; Bcr-Abl inhibitor; Src inhibitor; Apoptosis stimulant,"Anticancer, other; Urological; Neuroprotective",I
,,1,,Number of Arm:1 Arm:1 Group: the treatment group Intervention: Botulinum toxin type A injection therapy,ChiCTR2200061794 TrialTroveID-437586,,,,437586,"botulinum toxin (injectable), unspecified",Acetylcholine release inhibitor,Dermatological,Iv
,,1,,"Patients were treated with BDNF (25 or 150 microg/day) or placebo. The authors treated 10 ALS patients with intrathecal (into the CSF surrounding the spinal cord) BDNF for 9 months, compared against another 10 patients that received intrathecal placebo.",TrialTroveID-079389,,,,79389,brain derived neurotrophic factor,Unidentified pharmacological activity,Miscellaneous,Ii/Iii
,,0,,No. of Arms: 4 Arm 1: Experimental: Pediatric Formulation Part 1 - healthy participants receiving pediatric formulation Intervention: Drug: LMI070 oral solution Arm 2: Experimental: Adult Formulation Part 1 - healthy participants receiving adult formulation Intervention: Drug: LMI070 Oral solution Arm 3: Experimental: Adult formulation fasted state Part 2- healthy participants receiving adult formulation in fasted conditions Intervention: Drug: LMI070 Oral solution given in fasted state Arm 4: Experimental: Adult formulation Fed state Part 2- Part 2- healthy participants receiving adult formulation in fed conditions Intervention: Drug: LMI070 Oral solution given in fed state,CLMI070A02104 EudraCT Number: 2021-000298-10 ISRCTN77772103 NCT05330286 QSC205070 TrialTroveID-429802,,,"survival of motor neuron 2, centromeric",429802,branaplam,RNA splicing inhibitor; SMN-2 stimulant,Antiparkinsonian; Neurological,I
,,0,,"Patients were divided into two groups: the treatment group received BCAA supplementation (80 mg/kg bodyweight/day with ratio leucine/isoleucine/valine of 6/1/1), whereas the control group received placebo.",TrialTroveID-198310,,,,198310,branch chain amino acids,Unidentified pharmacological activity,Nutritional supplement,Other
riluzole,Dopamine receptor agonist; Glutamate antagonist; Voltage-gated sodium channel antagonist,0,sodium voltage-gated channel alpha subunit 5,"No. of Arms: 2 Interventions 1: For patients who begin to receive Rilutek treatment at the start or 4 weeks before the start of the observation period, the 12-week treatment with Rilutek alone (100 mg/day) during the observation period is followed by combined treatment (Rilutek + NDDPX08). The NDDPX08 dose level begins at 1.25 mg/day and is increased in steps to 15 mg/day during the 12-week treatment period according to the dose escalation schedule given on the next page. If any serious adverse reaction arises following a dose increase to 10 mg/day and it is judged to be difficult to maintain this dose level, the dose level of 7.5 mg/day is regarded as the maintenance dose level. If alleviation of symptoms is noted during dose escalation steps, the dose level producing alleviation of symptoms is used as the maintenance dose level. The total NDDPX08 treatment period is 58-90 weeks (including the 4 weeks during which the dose level is reduced in steps). Follow-up of adverse events is continued until 1 month after the end of NDDPX08 treatment. Interventions 2: Placebo (lactose) is administered to 10 of the 50 subjects planned to be enrolled in the study.",08R-103 JPRN-UMIN000008527 TrialTroveID-171734 UMIN000008527,,Antiparkinsonian; Antipsychotic; Neuroprotective,dopamine receptor D1; dopamine receptor D2,171734,"bromocriptine, Neugen Pharma",Dopamine D1 receptor antagonist; Dopamine D2 receptor agonist,Neuroprotective,Ii
,,1,,"Intervention group: In this group, ALS patients will be treated with bometanid at a dose of 2 mg every 12 hours as an oral tablet for 3 months. Control group: In this group, ALS patients will be treated with placebo for 3 months, which is completely similar to bometanide in terms of appearance such as shape and color and will be taken orally every 12 hours.",IRCT20201020049089N1 TrialTroveID-404984,,,solute carrier family 12 member 1; solute carrier family 12 member 2,404984,bumetanide,Diuretic,"Antihypertensive, diuretic",Ii/Iii
,,0,,Patients will receive buntanetap.,TrialTroveID-429124,,,amyloid beta precursor protein; beta-secretase 1,429124,buntanetap,Secretase beta inhibitor; Beta amyloid precursor protein antagonist,"Antidote; Antiparkinsonian; Cognition enhancer; Neurological; Neuroprotective; Ophthalmological, antiglaucoma",I
,,0,,,12-007139 NCT01723553,,,,229561,C-11 PiB,,,I
,,0,,Neurodegenerative symptoms,19-009999 AND1 NCT04680130,,,,392523,C-11 PiB AV1451 Tau C-11 ER176,,,Other
riluzole,Dopamine receptor agonist; Glutamate antagonist; Voltage-gated sodium channel antagonist,1,sodium voltage-gated channel alpha subunit 5,"Number of Arms: 2 Arm 1: Experimental : Lithium carbonate Lithium carbonate 400 mg capsules will be taken once daily, starting with one capsule (400 mg daily) initially titrated up to two or three capsules daily, depending on blood lithium levels. The target range for the lithium plasma level will be between > or = 0.4 mmol/l and < or = 0.8 mmol/l. Maximum duration is 24 months. Drug: Lithium Carbonate 400 MG Lithium carbonate vs placebo (2:1) Arm 2: Placebo Comparator : Placebo Patients start with 1 capsule to be taken once daily, with subsequent sham dose adjustments made to patients on placebo to maintain blinding in clinical sites. Drug: Lithium Carbonate 400 MG Lithium carbonate vs placebo (2:1)",CPMS 53777 EudraCT Number: 2020-000579-19 ISRCTN15671139 MAGNET NCT06008249 NL76763.041.21 TrialTroveID-482552,,Antiparkinsonian; Antipsychotic; Neuroprotective,,482552,Camcolit,Unidentified pharmacological activity,Antidepressant,Iii
,,0,,"A 12-week study Number of arms: 2 Arm 1: Experimental: Lithium carbonate Lithium will be prescribed starting at 150 mg/day, with subsequent dose titration to 300, 450, and 600 mg/day as tolerated according to side effects and blood lithium level. Assigned Interventions: Drug: Lithium Carbonate Lithium will be prescribed starting at 150 mg/day, with subsequent dose titration to 300, 450, and 600 mg/day as tolerated according to side effects and blood lithium level. Other Name: Lithobid Arm 2: Placebo Comparator: Placebo Placebo will be prescribed starting at 1 pill per day, with subsequent dose titration to 2,3, and 4 pills per day as tolerated by sham blood lithium levels provided by an unblinded study team member. Assigned Interventions: Drug: Placebo Placebo will be prescribed starting at 1 pill per day, with subsequent dose titration to 2,3, and 4 pills per day as tolerated by sham blood lithium levels.",NCT02862210 NYSPI 7310 TrialTroveID-284202,,,,284202,Camcolit,Unidentified pharmacological activity,Antidepressant,Ii
,,0,,Patients received Lithium carbonate,TrialTroveID-172823,,,,172823,Camcolit,Unidentified pharmacological activity,Antidepressant,Other
,,1,,"Arm 1: Experimental: MediCabilis CBD Oil MediCabilis CBD Oil to be taken no more than 7ml/day orally based from participants' individual 14 day titration period completed at the beginning of the trial. The frequency of the drug intake can range between once and three times a day depending on the outcome of the 14 day titration period. Titration period allows participants to gradually increase study drug intake in order to find appropriate dose for participants without or with minimal undesired side effects. The treatment will last no more than 6 months. Intervention/treatment: Drug: MediCabilis CBD oil The investigational product (MediCabilis 5% (50mg/ml) CBD Oil) will be supplied by BOD Australia, an Australian licensed manufacturer of medical grade cannabis. The main components of MediCabilis 5% (50 mg/mL) CBD extract in MCT Oil are: Cannabis sativa L. dry extract Medium chain triglycerides (Ph Eur 0868) which are added in order to adjust the active constituent (cannabidiol) to the target content. Each mL of MediCabilis provides: 50 mg of Cannabidiol (CBD+CBDA) Less than 2 mg tetrahydrocannabinol (THC) Non-active ingredient: Medium Chain Triglycerides (MCT) oil sourced from coconut",EMERALD-OLE GCMR0001-OLE NCT04997954 TrialTroveID-410990,,,,410990,"cannabidiol oil capsule, CannTrust",Unidentified pharmacological activity,Neuroprotective,Iv
,,1,,"Number of Arms: 2 Arm1: Active Comparator: CannTrust MediCabilis CBD Oil (capsule) Assigned interventions: Drug: CannTrust MediCabilis CBD Oil (capsule) 25 mg of CBD: <2mg of THC The cannabis oil will be extracted from a hybrid cannabis plant diluted into medium-chain-triglyceride (MCT) oil. It will be formulated in 25mg of CBD delayed release (DR) capsules. 50 mg of CBD: <2mg of THC in one ml. The cannabis oil consists of CBD extract in MCT oil. Arm2: Placebo Comparator: Placebo Oil Assigned interventions: Drug: Placebo (capsule) Oil Placebo will contain only MCT hemp seed oil. Participants will be randomised in a 1:1 ratio to receive CannTrust CBD Oil or placebo (both in capsules). The treatment duration is 6 months with one-month safety follow up. Participants will be checked every month either face to face or via telephone and will be assessed to collect data for study objectives such as ALSFRS-R, Forced Vital Capacity, pain and spasticity score, and quality of life. Thirty (30) participants will be randomised.",GCMR0001 NCT03690791 TrialTroveID-327987,,,,327987,"cannabidiol oil capsule, CannTrust",Unidentified pharmacological activity,Neuroprotective,Iii
