Disease,reached_phase_3_plus,Trial Title,Therapeutic Area,Record URL,Protocol/Trial ID,Trial Status,MeSH Term,Trial.ID,Study Keywords,Trial Objective,Study Design,Trial Phase,Record Type,biomarker_diagnostic,biomarker_predictive,biomarker_prognostic,biomarker_predisposing,biomarker_total_uses,biomarker_count,has_neurofilament,has_nfl,has_tau,has_tdp-43,has_sod1,has_c9orf72,has_creatinine,has_albumin,has_inflammatory,Trial Outcomes,endpoint_efficacy,endpoint_safety,endpoint_functional,endpoint_biomarker,endpoint_survival,endpoint_pharmacokinetic,endpoint_total_categories,endpoint_primary_category,outcome_positive,outcome_negative,outcome_terminated,outcome_completed
CNS: Amyotrophic Lateral Sclerosis,0,"Phase 1/2a, Multi-center, Open-Label, Dose-escalating Study to Assess Safety, Tolerability, and Pharmacokinetics of Intravenously Administered IPL344 for The Treatment of Amyotrophic Lateral Sclerosis (ALS)",Cns,https://clinicalintelligence.citeline.com/trials/details/331573?qId=da896876-a29f-4f89-8e03-cde11c10782a,101/ 2 NCT03652805 TrialTroveID-331573,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,331573,dose response; efficacy; immunogenicity; open label; pharmacokinetics; safety; single arm,"To Evaluate Tolerability, Safety, And Pk Of I.V. Administered Ipl344 And To Identify The Maximum Tolerated Dose In Participants With Amyotrophic Lateral Sclerosis (Als).","Study Type: Interventional (Clinical Trial) Intervention Model: Single Group Assignment Masking: None (Open Label) Primary Purpose: Treatment A Prospective, Efficacy, Safety, Tolerability, Dose-Escalating, Pharmacokinetics, Single Arm, Immunogenicity, Multicenter, Dose-Ranging, First In Human Study.",Iii,Trialtrove,1,1,1,0,3,4.0,0,0,0,0,0,0,0,0,0,"Completed, Positive outcome/primary endpoint(s) met",14,16,2,4,4,8,48,SAFETY,1,0,0,1
CNS: Amyotrophic Lateral Sclerosis,0,Clinical Development of IPL344 for Amyotrophic Lateral Sclerosis,Cns,https://clinicalintelligence.citeline.com/trials/details/169886?qId=da896876-a29f-4f89-8e03-cde11c10782a,TrialTroveID-169886,Terminated,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,169886,,To Study Ipl344 For Amyotrophic Lateral Sclerosis,,I,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"Terminated, Planned but never initiated; Terminated, Unknown",0,0,0,0,0,0,0,UNKNOWN,0,0,1,0
CNS: Amyotrophic Lateral Sclerosis,0,Acute Adenosine Receptor Antagonism to Promote Breathing Plasticity in ALS,Cns,https://clinicalintelligence.citeline.com/trials/details/432365?qId=da896876-a29f-4f89-8e03-cde11c10782a,NCT05377424 OCR41682 TrialTroveID-432365,Open,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Unspecified,432365,cross over; efficacy; multiple arm; pharmacokinetics; placebo control; randomized; safety,"To Determine The Effects Of A Medication, Istradefylline, In Conjunction With Breathing Air With Reduced Oxygen For Short Periods Of Time (Called Acute Intermittent Hypoxia, Or Aih), On Breathing.","Study Type: Interventional (Clinical Trial) Allocation: Randomized Intervention Model: Crossover Assignment Masking: Triple (Participant, Care Provider, Outcomes Assessor) Primary Purpose: Treatment This Is A Cross Over, Efficacy, Multiple Arm, Placebo Control, Randomized, Pharmacokinetics, Feasibility And Safety Study",Iii,Trialtrove,1,1,1,1,4,2.0,0,0,0,0,0,0,0,0,0,,0,7,0,2,1,0,10,SAFETY,0,0,0,0
CNS: Alzheimer's Disease; CNS: Amyotrophic Lateral Sclerosis; CNS: Multiple Sclerosis,0,"A Phase 1, Single-center, Open-label, 2-part, 2-treatment Period, 1-sequence, Cross-over, Drug-drug Interaction Study to Investigate the Effect of Erythromycin on SAR443820 (Part A) and the Effect of Itraconazole on SAR443820 (Part B) in Healthy Adult Participants",Cns,https://clinicalintelligence.citeline.com/trials/details/464741?qId=da896876-a29f-4f89-8e03-cde11c10782a,INT17470 NCT05797753 TrialTroveID-464741 U1111-1267-9023,Completed,Alzheimer Disease; Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Multiple Sclerosis,464741,cross over; drug-drug interaction; efficacy; multiple arm; open label; pharmacokinetics; safety,"To Investigate The Effect Of Erythromycin On Sar443820 (Part A) And The Effect Of Itraconazole On Sar443820 (Part B) In Healthy Adult Participants In Part A, The Objective Is To Assess The Effects Of Repeated Administration Of Ees As Cyp3A4 Inhibitor, On The Pk Profile Of A Single Oral Dose Of Sar443820 Tablet In Healthy Male And Female Participants. In Part B, The Objective Is To Assess The Effects Of Repeated Administration Of Itraconazole On The Pk Profile Of A Single Oral Dose Of Sar443820 Capsule In Healthy Male Participants.","Allocation : N/A Intervention Model : Crossover Assignment Masking : None (Open Label) Primary Purpose : Treatment A Phase 1, Single-Center, Open-Label, 2-Part, 2-Treatment Period, 1-Sequence, Cross-Over, Drug-Drug Interaction, Pharmacokinetics, Multiple Arm, Efficacy And Safety Study",I,Trialtrove,0,1,1,1,3,1.0,0,0,0,0,0,0,0,0,0,,0,7,0,3,1,11,22,PHARMACOKINETIC,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,0,"Clinical trial for jacifusen, an experimental therapy for amyotrophic lateral sclerosis (ALS) in patients with FUS gene mutations",Cns,https://clinicalintelligence.citeline.com/trials/details/370457?qId=da896876-a29f-4f89-8e03-cde11c10782a,TrialTroveID-370457,Open,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,370457,efficacy,To Evaluate Jadifusen In Fus-Gene Mutated Als Patients,,I,Trialtrove,1,1,1,1,4,1.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,0,"A Prospective, Double-blind, Randomized, Controlled, Safety and Efficacy, Multiple Ascending Dose Phase II Study of ketamine for Amyotrophic Lateral Sclerosis",Cns,https://clinicalintelligence.citeline.com/trials/details/407441?qId=da896876-a29f-4f89-8e03-cde11c10782a,TrialTroveID-407441,Planned,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,407441,double blind/blinded; efficacy; multiple ascending dose; randomized; safety,To Evaluate Ketamine For Amyotrophic Lateral Sclerosis,"This Is A Prospective, Safety, Efficacy, Double-Blind, Randomized Controlled Multiple Ascending Dose, Phase 2 Study.",Ii,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,6,4,1,2,0,0,13,EFFICACY,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,0,A before-after study on the safety and nutritional status improvement after L-arginine hydrochloride intervention in patients with amyotrophic lateral sclerosis,Cns,https://clinicalintelligence.citeline.com/trials/details/477476?qId=da896876-a29f-4f89-8e03-cde11c10782a,jRCTs061230001 TrialTroveID-477476,Closed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,477476,efficacy; open label; safety; single arm,To Examine Whether Active Intervention With L-Arginine Hydrochloride In Als Patients Can Contribute To The Improvement Of Safety And Nutritional Status.,An Interventional; Single Arm; Open Label; Efficacy And Safety Study,Ii,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,2,10,1,0,3,0,16,SAFETY,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,1,Tolerability and Efficacy of L-Serine in Patients With Amyotrophic Lateral Sclerosis: A Phase IIa Study,Cns,https://clinicalintelligence.citeline.com/trials/details/297948?qId=da896876-a29f-4f89-8e03-cde11c10782a,D18095 NCT03580616 TrialTroveID-297948,Terminated,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,297948,efficacy; open label; safety; single arm,"To Determine A Slow Incremental Increase In Dosage To Determine The Maximum Tolerated Dose For Each Patient In The Phase Ii Trial To Explore The Possible Efficacy Of L-Serine. To Determine The Tolerability Of L-Serine Oral Doses For Als Patients And Assess Preliminary Indications Of Efficacy Outcomes: For Each Participant The Study Will Last Approximately One Year With Follow Up Visits After The Treatment Period Of 6 Months Is Completed. The Visits Will Include Blood Draws, Electromyography (Emg), Vital Sign Checks, Neurological And Physical Exams, Pulmonary Testing With Forced Vital Capacity (Fvc), And Questionnaires.","Study Type: Interventional (Clinical Trial) Intervention Model: Single Group Assignment Masking: None (Open Label) Primary Purpose: Treatment A Single Arm, Efficacy, Safety And Tolerability Study",Ii/Iii,Trialtrove,0,0,1,0,1,1.0,0,0,0,0,0,0,0,0,0,"Terminated, Other",7,8,1,0,1,0,17,SAFETY,0,0,1,0
CNS: Amyotrophic Lateral Sclerosis,0,Determining the Safety of L-Serine in Subjects with Amyotrophic Lateral Sclerois (ALS) at Varied Doses,Cns,https://clinicalintelligence.citeline.com/trials/details/184975?qId=da896876-a29f-4f89-8e03-cde11c10782a,L-Serine2013 NCT01835782 TrialTroveID-184975,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,184975,double blind/blinded; multiple arm; randomized; safety,"To Determine The Safety Of L-Serine In Subjects With Amyotrophic Lateral Sclerosis (Als) At Varied Doses. To Determine The Safety Of Different Doses Of L-Serine Given To Als Subjects At 0.5 Gm Twice Daily (Bid), 2.5Gm Bid, 7.5G Bid Or 15 Grams Bid For Six Months. Outcome Measures: Csf, Blood And Urine Were Collected And Shipped To The Institute For Ethnomedicine For Bmaa Analysis At Baseline And At Month 6. Als-Frs-R And Safety Laboratories Were Measured Monthly. Fvc And The Quality Of Life Visual Analogue Scale (Qolvas) Were Measured At Baseline And At Months 3 And 6. Safety And Tolerability Were Assessed, Including By Comparing The Rate Of Deterioration Of Alsfrs-R Score And Fvc With 430 Matched Placebo Control Patients From 5 Previous Trials.","Study Type: Interventional Study Design: Allocation: Randomized Endpoint Classification: Safety Study Intervention Model: Factorial Assignment Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor) Primary Purpose: Treatment A Multiple Arm, Tolerability Study",Iii,Trialtrove,1,0,1,0,2,2.0,0,0,0,0,0,0,0,0,0,,4,12,1,1,1,0,19,SAFETY,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,0,Open-label clinical trial: safety of lacosamide in patients with amyotrophic lateral sclerosis,Cns,https://clinicalintelligence.citeline.com/trials/details/303297?qId=da896876-a29f-4f89-8e03-cde11c10782a,G29007 jRCTs031180173 NCT03186040 TrialTroveID-303297 UMIN000027476,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,303297,open label; safety; single arm,To Evaluate Safety Of Lacosamide In Patients With Amyotrophic Lateral Sclerosis,"Study Type: Interventional Intervention Model: Single Group Assignment Intervention Model Description: Before And After Comparison Masking: None (Open Label) Primary Purpose: Treatment An Efficacy, Single Arm And Safety Study",Iii,Trialtrove,0,1,1,0,2,1.0,0,0,0,0,0,0,0,0,0,"Completed, Positive outcome/primary endpoint(s) met",2,16,0,1,0,0,19,SAFETY,1,0,0,1
CNS: Dementia (non-Alzheimer's),1,A Continuation Study of Latozinemab in Participants With Neurodegenerative Disease,Cns,https://clinicalintelligence.citeline.com/trials/details/490868?qId=da896876-a29f-4f89-8e03-cde11c10782a,2023-506805-20-00 AL001-CS-302 NCT06111014 TrialTroveID-490868,Open,Dementia; Frontotemporal Dementia; Neurodegenerative Diseases,490868,open label; safety; single arm,Continuation Study To Provide Continued Access To Latozinemab For Participants Who Have Previously Participated In A Latozinemab Study,"Allocation : N/A Intervention Model : Single Group Assignment Intervention Model Description : Open-Label Masking : None (Open Label) Masking Description : This Is An Open Label Continuation Study Primary Purpose : Treatment This Is A Single Arm, Safety And Tolerability",Iii,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,12,0,0,0,0,12,SAFETY,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,0,"A Phase 2, Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of AL001 in C9orf72-Associated Amyotrophic Lateral Sclerosis",Cns,https://clinicalintelligence.citeline.com/trials/details/393792?qId=da896876-a29f-4f89-8e03-cde11c10782a,AL001-ALS-201 NCT05053035 TrialTroveID-393792,Terminated,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,393792,double blind/blinded; efficacy; pharmacodynamics; pharmacokinetics; placebo control; randomized; safety,To Evaulate The Effect Of Al001 In Patients With Amyotrophic Lateral Sclerosis (Als) Caused By C9Orf72.,"Study Type : Interventional (Clinical Trial) Allocation: Randomized Intervention Model: Parallel Assignment Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor) Primary Purpose: Treatment A Phase 2, Double Blinded, Pharmacokinetics, Pharmacodynamics, Placebo Control, Multicenter, Safety, Tolerability And Efficacy Study.",Ii,Trialtrove,1,0,1,0,2,1.0,0,0,0,0,0,0,0,0,0,"Terminated, Other",0,12,0,4,0,7,23,SAFETY,0,0,1,0
CNS: Dementia (non-Alzheimer's),1,"A Phase 3, Multicenter, Randomized, Double Blind, Placebo Controlled Study to Evaluate the Efficacy and Safety of AL001 in Individuals at Risk for or With Frontotemporal Dementia Due to Heterozygous Mutations in the Progranulin Gene",Cns,https://clinicalintelligence.citeline.com/trials/details/371125?qId=da896876-a29f-4f89-8e03-cde11c10782a,135892 AL001-3 BASEC2020-01901 EudraCT Number: 2019-004066-18 INFRONT-3 NCT04374136 NL72487.078.20 SNCTP000004097 TrialTroveID-371125,Closed,"Aphasia, Primary Progressive; Dementia; Frontotemporal Dementia; Pick Disease of the Brain",371125,double blind/blinded; efficacy; multiple arm; open label; pharmacodynamics; placebo control; randomized; safety,"To Evaluate Al001 In Patients With Frontotemporal Dementia With A Progranulin Mutation (Ftd-Grn). To Evaluate The Efficacy And Safety Of Al001 In At-Risk And Symptomatic Participants With Ftd-Grn. Ftd-Grn Affects Approximately 15,000 People In The United States And Europe And It Is Estimated That Up To An Additional 60,000 People In The U.S. Are Pre-Symptomatic Carriers Of The Grn Mutation. Randomization Will Be Stratified Based On Cdr Plus Nacc Ftld Scores At Baseline. In Addition, Clinical Efficacy Will Be Assessed By The Cgi-I, Cgi-S And Rbans. To Account For Heterogeneity Of The Broad Patient Population Enrolled, The Population Will Be Stratified By Disease Severity In The Statistical Analysis Of Efficacy Endpoints. Pharmacodynamic Endpoints Including Mri Measures And Fluid Biomarkers (Both Serum And Optional Csf) Will Also Be Assessed. Pk In Serum Will Be Assessed. Safety Will Be Assessed Through Routine Monitoring Of Aes, Changes In Laboratory And Vital Signs, Ecg And Mri, And Assessment Of Suicidality. In Addition, An Independent Data Monitoring Committee Will Review The Progress Of The Study And Perform Ongoing Safety Reviews.","A Global, Double-Blind, Placebo Controlled, Multicenter, Multiple Arm, Pharmacodynamics, Safety, Tolerability, Efficacy, Randomized, Registration-Enabling, Pivotal Phase 3 Study With Optional Open-Label Extension",Iii,Trialtrove,1,1,1,1,4,5.0,0,0,0,0,0,0,0,0,0,,6,12,4,4,2,1,29,SAFETY,0,0,0,0
CNS: Dementia (non-Alzheimer's),0,"A Phase II, Multicenter, Open-Label Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of AL001 in Heterozygous Carriers of Granulin or C9orf72 Mutations Causative of Frontotemporal Dementia",Cns,https://clinicalintelligence.citeline.com/trials/details/351601?qId=da896876-a29f-4f89-8e03-cde11c10782a,AL001-2 EudraCT Number: 2019-000138-20 INFRONT INFRONT-2 NCT03987295 NL70050.078.19 TrialTroveID-351601,Closed,"Aphasia, Primary Progressive; Dementia; Frontotemporal Dementia; Pick Disease of the Brain",351601,multiple arm; open label; pharmacodynamics; pharmacokinetics; randomized; safety,"To Evaluate The Safety, Tolerability, Pk And Pd Of Al001 Administered Intravenously In Participants With A Granulin Mutation Or C9Orf72 Mutation Causative Of Frontotemporal Dementia. To Evaluate The Safety And Tolerability Of Intravenous (Iv) Administration Of Al001 Over 48 Weeks In Asymptomatic And Symptomatic Carriers Of A Granulin (Grn) Mutation Causative Of Frontotemporal Dementia (Ftd) And In Symptomatic Carriers Of A C9Orf72 Mutation Causative Of Ftd. The Updated Findings Will Include Safety, Fluid Biomarkers, Imaging Biomarkers And Clinical Outcomes Assessments, Providing Additional Insights To The Mechanism Of Action Of Al001 In These Patient Populations. To Investigate The Safety, Tolerability, Pharmacokinetics (Pk), And Pharmacodynamics (Pd) Of Al001 Administered Intravenously Every Four Weeks. Lumbar Punctures And Mri Scans Were Performed At Baseline And Every 6 Months. Clinical Assessments Were Done Every 3 Months. Fluid Biomarkers In Plasma And Csf Were Analyzed Using Multiple Platforms. To Present Clinical Outcome Assessments And Key Biomarkers From The Full Cohort Of N=16 Ftd-C9Orf72 Participants For Up To 12 Months Of Treatment With Latozinemab. To Investigate The Safety, Tolerability, Pharmacokinetics, And Pharmacodynamics Of Latozinemab Administered Intravenously Every Four Weeks In Ftd-C9Orf72 And Ftd-Grn Mutation Carriers For 24 Months Fluid Biomarkers Were Analyzed In Plasma Monthly, And In Csf Every 6 Months.","Study Type: Interventional (Clinical Trial) Intervention Model: Parallel Assignment Masking: None (Open Label) Allocation: Non- Randomized This Is A Phase Ii, Multicenter, Safety, Tolerability, Multiple Arm, Pharmacokinetic, Pharmacodynamic And Randomized Study",Ii,Trialtrove,1,1,1,1,4,12.0,0,0,0,0,0,0,0,0,0,,2,22,0,3,1,7,35,SAFETY,0,0,0,0
CNS: Dementia (non-Alzheimer's),0,"A First in Human Phase I, Single and Multiple Dose Study in Healthy Volunteers and in Participants With Frontotemporal Dementia (FTD) With Granulin Mutation.",Cns,https://clinicalintelligence.citeline.com/trials/details/330789?qId=da896876-a29f-4f89-8e03-cde11c10782a,AL001-1 INFRONT NCT03636204 TrialTroveID-330789,Completed,"Aphasia, Primary Progressive; Dementia; Frontotemporal Dementia; Pick Disease of the Brain",330789,double blind/blinded; multiple arm; open label; pharmacodynamics; pharmacokinetics; placebo control; randomized; safety; single ascending dose,"To Investigate The Safety, Tolerability, Pharmacokinetics, And Pharmacodynamics Of Intravenously Administered Al001 In Healthy Volunteers. The Study Is Designed To Assess Single And Multiple Doses Of Al001 And Measure The Levels Of Progranulin, A Disease Specific Biomarker, In Plasma And In Cerebrospinal Fluid. To Investigate The Effect Of Al001 On Disease-Associated Biomarkers. A First-In-Human Phase 1 Study Was Conducted To Evaluate The Safety, Tolerability, Pharmacokinetics (Pk), And Pharmacodynamics (Pd) Of Multiple-Dose Intravenous Administration Of Latozinemab In Eight Symptomatic Participants With Ftd Caused By A Heterozygous Loss-Of-Function Grn Mutation (Ftd-Grn).","Study Type: Interventional (Clinical Trial) Allocation: Randomized Intervention Model: Parallel Assignment Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor) Primary Purpose: Treatment A Phase 1/1B, First In Human, Single Dose, Open Label, Multiple Dose, Safety, Tolerability, Pharmacokinetics, And Pharmacodynamics Study.",I,Trialtrove,1,1,1,1,4,10.0,0,0,0,0,0,0,0,0,0,"Completed, Positive outcome/primary endpoint(s) met",1,15,0,6,0,9,31,SAFETY,1,0,0,1
